work_year,experience_level,employment_type,job_title,salary,remote_ratio,company_location,company_size
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2022,SE,FT,Data Engineer,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Engineer,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Engineer,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Engineer,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Engineer,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Engineer,129300,0,US,M
2022,SE,FT,Data Engineer,129300,0,US,M
2022,SE,FT,Machine Learning Scientist,129300,0,US,M
2022,SE,FT,Machine Learning Engineer,129300,0,US,M
2022,MI,FT,Machine Learning Engineer,129300,0,US,M
2023,SE,FT,Business Intelligence Engineer,129300,0,US,M
2023,SE,FT,Data Engineer,129300,0,US,M
2023,SE,FT,Data Scientist,129300,0,US,M
2023,SE,FT,Data Scientist,129300,0,US,M
2023,SE,FT,Data Scientist,129300,0,US,M
2023,SE,FT,Data Engineer,129300,0,US,M
2023,SE,FT,Data Scientist,129300,0,US,M
2023,SE,FT,Data Scientist,129300,0,US,M
2023,SE,FT,Data Engineer,129300,0,US,M
2023,SE,FT,Data Scientist,129300,0,US,M
2022,SE,FT,Data Engineer,129400,100,US,M
2022,SE,FT,Data Engineer,129400,100,US,M
2021,MI,FT,Data Scientist,130000,50,US,L
2022,SE,FT,BI Developer,130000,100,US,L
2022,EN,FT,Data Scientist,130000,0,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,MI,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Engineer,130000,100,US,M
2022,MI,FT,Data Engineer,130000,100,US,M
2022,EX,FT,Data Scientist,130000,100,US,M
2022,MI,FT,Machine Learning Engineer,130000,0,US,M
2022,MI,FT,Machine Learning Researcher,130000,100,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Scientist,130000,0,US,M
2022,MI,FT,Data Scientist,130000,100,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Analyst,130000,0,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Analyst,130000,0,US,M
2022,SE,FT,Data Scientist,130000,100,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Analyst,130000,0,US,M
2022,SE,FT,Data Analyst,130000,0,US,M
2022,MI,FT,Machine Learning Engineer,130000,0,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Analyst,130000,0,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Scientist,130000,100,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Analytics Engineer,130000,100,US,M
2022,SE,FT,Analytics Engineer,130000,100,US,M
2022,SE,FT,ML Engineer,130000,100,US,M
2022,SE,FT,Data Engineer,130000,0,US,M
2022,SE,FT,Data Scientist,130000,100,US,M
2022,SE,FT,Data Analyst,130000,100,US,M
2022,MI,FT,Data Analyst,130000,100,US,M
2022,EN,FT,Analytics Engineer,130000,50,US,L
2022,SE,FT,Data Engineer,130000,100,US,M
2022,MI,FT,Data Scientist,130000,0,US,M
2022,EX,FT,Data Analyst,130000,100,US,M
2022,SE,FT,Data Analyst,130000,100,CA,M
2022,SE,FT,Data Analyst,130000,100,CA,M
2022,SE,FT,Data Engineer,130000,100,US,M
2022,SE,FT,Data Engineer,130000,100,US,M
2022,MI,FT,Data Scientist,130000,100,US,M
2023,SE,FT,Data Analyst,130000,100,US,M
2023,SE,FT,Machine Learning Engineer,130000,0,US,M
2023,MI,FT,Data Engineer,130000,0,US,M
2023,MI,FT,Data Engineer,130000,0,US,M
2023,MI,FT,Data Engineer,130000,0,US,M
2023,SE,FT,Research Scientist,130000,100,US,M
2023,SE,FT,Data Engineer,130000,0,US,M
2023,MI,FT,Data Specialist,130000,0,US,M
2023,SE,FT,Machine Learning Engineer,130000,0,US,M
2023,SE,FT,Data Engineer,130000,100,US,M
2023,MI,FT,Machine Learning Engineer,130000,0,US,M
2023,SE,FT,Data Engineer,130000,100,US,M
2023,MI,FT,Data Analyst,130000,0,US,M
2023,SE,FT,Analytics Engineer,130000,0,US,M
2023,MI,FT,Data Engineer,130000,0,US,M
2023,MI,FT,Financial Data Analyst,130000,100,US,L
2023,SE,FT,Data Engineer,130000,100,US,M
2023,SE,FT,Analytics Engineer,130000,100,US,M
2023,MI,FT,Data Analyst,130000,100,CA,M
2023,SE,FT,Data Engineer,130000,100,US,M
2023,SE,FT,Data Engineer,130000,100,US,M
2023,SE,FT,Data Analyst,130000,100,US,M
2023,MI,FT,Applied Machine Learning Engineer,130000,0,US,M
2023,SE,FT,Data Engineer,130000,0,US,M
2023,MI,FT,Data Engineer,130000,0,US,M
2023,MI,FT,Data Analyst,130000,0,US,M
2023,EN,FT,Big Data Engineer,130000,100,SE,S
2023,SE,FT,Data Analyst,130000,100,US,M
2023,SE,FT,Data Engineer,130000,100,US,M
2023,SE,FT,Data Engineer,130000,0,US,M
2023,MI,FT,Data Engineer,130000,0,US,M
2023,SE,FT,Data Scientist,130000,100,US,M
2023,SE,FT,Data Engineer,130000,0,US,M
2023,SE,FT,Data Scientist,130000,100,US,M
2023,SE,FT,Data Analyst,130000,100,US,M
2023,MI,FT,Data Scientist,130000,0,US,M
2023,EN,FT,Data Scientist,130001,100,US,M
2021,EX,FT,Director of Data Science,130026,50,DE,M
2022,SE,FT,Data Analyst,130050,100,US,M
2022,SE,FT,Data Scientist,130240,0,US,M
2022,SE,FT,Data Engineer,130500,0,US,M
2022,SE,FT,Data Engineer,130500,0,US,M
2023,EN,FT,Applied Scientist,130760,0,US,L
2023,EN,FT,Applied Scientist,130760,0,US,L
2022,SE,FT,Data Analyst,131000,0,US,M
2022,SE,FT,ML Engineer,131300,100,US,L
2022,SE,FT,Data Architect,131300,100,US,L
2022,SE,FT,Machine Learning Engineer,131300,100,US,L
2022,SE,FT,Data Architect,131300,100,US,L
2022,SE,FT,Data Engineer,131300,100,US,L
2022,SE,FT,Machine Learning Engineer,131300,100,US,L
2022,SE,FT,Machine Learning Engineer,131300,100,US,L
2022,MI,FT,Data Scientist,131752,100,GB,M
2022,SE,FT,Data Engineer,132000,0,CA,M
2022,SE,FT,Data Engineer,132000,100,US,M
2022,SE,FT,Data Analyst,132000,0,US,M
2023,SE,FT,Data Scientist,132000,100,US,M
2022,SE,FT,Data Engineer,132100,100,US,L
2022,SE,FT,Data Engineer,132100,100,US,L
2023,SE,FT,Data Engineer,132300,0,US,M
2023,SE,FT,Data Engineer,132300,0,US,M
2023,SE,FT,Data Engineer,132300,0,US,M
2022,SE,FT,Data Engineer,132320,100,US,M
2022,SE,FT,Data Engineer,132320,0,US,M
2022,SE,FT,Data Engineer,132320,100,US,M
2022,SE,FT,Data Analytics Manager,133000,0,NL,L
2023,SE,FT,Research Engineer,133000,0,US,M
2023,SE,FT,Data Scientist,133200,100,US,M
2023,SE,FT,Data Engineer,133300,0,US,M
2023,SE,FT,Data Engineer,133300,0,US,M
2023,SE,FT,Data Engineer,133300,0,US,M
2023,SE,FT,Data Engineer,133300,0,US,M
2023,SE,FT,Data Engineer,133300,0,US,M
2022,SE,FT,Data Science Manager,133766,100,AU,L
2023,SE,FT,Data Engineer,133800,0,US,M
2023,SE,FT,Data Engineer,133800,100,US,M
2023,SE,FT,Data Engineer,133832,0,US,M
2022,MI,FT,MLOps Engineer,134000,100,US,M
2022,SE,FT,Data Engineer,134000,0,US,M
2022,SE,FT,Data Scientist,134000,100,US,M
2022,MI,FT,Data Manager,134000,0,US,M
2022,MI,FT,Data Manager,134000,0,US,M
2022,MI,FT,Data Science Manager,134000,100,US,M
2023,MI,FT,MLOps Engineer,134000,100,US,M
2023,SE,FT,Data Scientist,134000,0,US,M
2023,SE,FT,Data Scientist,134000,0,US,M
2023,SE,FT,Data Scientist,134024,0,US,M
2023,SE,FT,Data Science Manager,134236,0,US,M
2023,SE,FT,Data Scientist,134236,0,US,M
2023,SE,FT,Machine Learning Engineer,134500,0,US,L
2022,SE,FT,Data Engineer,134760,100,US,M
2021,MI,FT,Data Analyst,135000,100,US,L
2021,SE,FT,Data Scientist,135000,0,US,L
2022,EN,FT,Data Engineer,135000,0,US,M
2022,SE,FT,Machine Learning Engineer,135000,0,US,M
2022,EN,FT,Data Engineer,135000,0,US,M
2022,SE,FT,Data Architect,135000,100,US,M
2022,EN,FT,Data Engineer,135000,0,US,M
2022,MI,FT,Machine Learning Scientist,135000,0,US,M
2022,SE,FT,Data Architect,135000,100,US,M
2022,SE,FT,Data Engineer,135000,0,US,M
2022,EN,FT,Data Engineer,135000,0,US,M
2022,SE,FT,Analytics Engineer,135000,0,US,M
2022,MI,FT,Data Specialist,135000,0,US,M
2022,EN,FT,Data Engineer,135000,0,US,M
2022,SE,FT,Data Engineer,135000,0,US,M
2022,SE,FT,Data Engineer,135000,0,US,M
2022,MI,FT,Data Engineer,135000,100,US,M
2022,EN,FT,Data Engineer,135000,0,US,M
2022,SE,FT,Data Scientist,135000,100,US,M
2022,SE,FT,Data Engineer,135000,100,US,M
2022,SE,FT,Data Engineer,135000,0,US,M
2022,SE,FT,Data Analyst,135000,100,US,M
2022,MI,FT,Data Analytics Engineer,135000,100,US,L
2022,SE,FT,Data Architect,135000,100,US,M
2022,SE,FT,Machine Learning Engineer,135000,100,PR,M
2022,SE,FT,Data Architect,135000,100,US,M
2022,SE,FT,Data Engineer,135000,100,US,M
2022,SE,FT,Data Architect,135000,100,US,M
2022,SE,FT,Data Engineer,135000,0,US,M
2022,SE,FT,Data Engineer,135000,100,US,M
2022,SE,FT,Machine Learning Engineer,135000,100,US,M
2022,SE,FT,Analytics Engineer,135000,100,US,M
2022,SE,FT,Data Engineer,135000,100,PR,M
2022,SE,FT,Data Engineer,135000,100,US,M
2022,SE,FT,Data Analyst,135000,100,US,M
2022,EX,FT,Analytics Engineer,135000,100,US,M
2022,SE,FT,Data Analyst,135000,100,US,M
2022,MI,FT,Data Analyst,135000,100,US,M
2022,SE,FT,Data Engineer,135000,100,US,M
2022,MI,FT,Data Scientist,135000,100,US,L
2023,SE,FT,Data Analyst,135000,0,US,M
2023,SE,FT,Data Scientist,135000,0,US,M
2023,SE,FT,Data Analyst,135000,100,CA,M
2023,SE,FT,Data Analyst,135000,0,US,M
2023,MI,FT,Data Manager,135000,0,US,M
2023,SE,FT,Data Scientist,135000,0,US,M
2023,MI,FT,Machine Learning Engineer,135000,50,US,L
2023,SE,FT,Data Analyst,135000,0,US,M
2023,SE,FT,BI Analyst,135000,0,US,M
2023,SE,FT,Data Engineer,135000,100,US,M
2023,SE,FT,Data Scientist,135000,100,US,M
2023,SE,FT,BI Developer,135000,100,US,M
2023,EN,FT,Data Engineer,135000,0,US,M
2023,SE,FT,ML Engineer,135000,0,US,M
2023,EN,FT,Data Engineer,135000,0,US,M
2023,MI,FT,Data Analyst,135000,0,US,M
2023,SE,FT,Machine Learning Engineer,135000,0,US,M
2023,SE,FT,Data Engineer,135000,100,US,M
2023,SE,FT,Data Scientist,135000,100,US,M
2023,SE,FT,NLP Engineer,135000,0,US,M
2023,EN,FT,Data Engineer,135000,0,US,M
2023,EN,FT,Data Engineer,135000,0,US,M
2022,MI,FT,Data Engineer,135446,0,GB,M
2022,SE,FT,Data Scientist,136000,100,US,M
2022,SE,FT,Data Scientist,136000,100,US,M
2022,SE,FT,Data Architect,136000,100,US,M
2022,SE,FT,Data Scientist,136000,100,US,M
2022,MI,FT,Data Analyst,136000,100,US,M
2022,SE,FT,Data Engineer,136000,0,US,M
2023,SE,FT,Applied Scientist,136000,0,US,L
2023,SE,FT,Applied Scientist,136000,0,US,L
2023,SE,FT,Applied Scientist,136000,0,US,L
2023,SE,FT,Applied Scientist,136000,0,US,L
2023,SE,FT,Applied Scientist,136000,0,US,L
2023,SE,FT,Research Scientist,136000,0,US,M
2023,SE,FT,Applied Scientist,136000,0,US,L
2023,SE,FT,Applied Scientist,136000,0,US,L
2023,SE,FT,Applied Scientist,136000,0,US,L
2023,SE,FT,Data Scientist,136000,0,US,M
2023,SE,FT,Data Scientist,136000,100,US,M
2023,SE,FT,Data Scientist,136000,100,US,M
2023,SE,FT,Data Scientist,136000,100,US,M
2022,SE,FT,Data Scientist,136100,0,US,M
2022,SE,FT,Data Analyst,136260,100,US,M
2022,SE,FT,Data Analyst,136600,100,US,M
2022,SE,FT,Data Scientist,136620,100,US,M
2023,SE,FT,Data Operations Engineer,136850,100,US,M
2023,SE,FT,Data Engineer,136956,0,GB,M
2022,SE,FT,Data Scientist,136994,100,US,M
2022,SE,FT,Data Engineer,136994,100,US,M
2022,SE,FT,Data Science Manager,137141,100,US,M
2022,SE,FT,Data Engineer,137400,100,CA,M
2023,SE,FT,Data Engineer,137500,100,US,M
2023,SE,FT,Data Engineer,137500,0,US,M
2023,SE,FT,Data Analyst,137500,0,US,M
2023,SE,FT,Data Architect,138000,100,GB,M
2023,SE,FT,Data Analyst,138000,100,US,M
2022,SE,FT,Data Scientist,138600,100,US,M
2022,SE,FT,Data Engineer,138750,100,US,M
2022,SE,FT,Data Engineer,138750,100,US,M
2022,SE,FT,Analytics Engineer,138750,100,US,M
2022,SE,FT,Analytics Engineer,138750,100,US,M
2023,SE,FT,Data Science Manager,138750,100,US,M
2023,SE,FT,Analytics Engineer,138750,100,US,M
2023,SE,FT,Data Engineer,138750,100,US,M
2023,SE,FT,Data Scientist,138784,100,US,M
2023,SE,FT,Data Analyst,138900,0,US,M
2023,SE,FT,Data Analytics Manager,138900,0,US,M
2022,SE,FT,Data Scientist,138938,0,US,M
2022,SE,FT,Data Science Consultant,139000,0,US,M
2023,SE,FT,Research Engineer,139000,0,US,M
2023,SE,FT,Data Engineer,139000,100,US,M
2023,SE,FT,Data Analyst,139000,0,US,M
2023,SE,FT,Data Scientist,139000,100,US,M
2023,SE,FT,Data Engineer,139500,0,US,M
2023,SE,FT,Data Engineer,139500,0,US,M
2023,SE,FT,Machine Learning Engineer,139500,0,US,M
2023,SE,FT,Machine Learning Engineer,139500,0,US,M
2023,SE,FT,Data Engineer,139500,0,US,M
2023,SE,FT,Data Engineer,139500,0,US,M
2023,SE,FT,Machine Learning Engineer,139500,0,US,M
2023,SE,FT,Data Scientist,139500,0,US,M
2023,SE,FT,Data Engineer,139500,0,US,M
2023,SE,FT,Machine Learning Engineer,139500,0,US,M
2022,SE,FT,Data Analyst,139600,0,US,M
2022,SE,FT,Data Engineer,139860,0,US,M
2021,MI,FT,Data Engineer,140000,100,US,L
2021,SE,FT,Data Analytics Manager,140000,100,US,L
2022,SE,FT,Data Scientist,140000,0,US,M
2022,SE,FT,Data Scientist,140000,0,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,BI Developer,140000,100,US,M
2022,SE,FT,Data Analyst,140000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Scientist,140000,0,US,M
2022,MI,FT,Data Analytics Manager,140000,0,US,M
2022,SE,FT,Data Engineer,140000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Machine Learning Engineer,140000,0,CA,M
2022,SE,FT,Data Engineer,140000,100,US,M
2022,SE,FT,Analytics Engineer,140000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,MI,FT,Product Data Analyst,140000,100,US,M
2022,SE,FT,Data Scientist,140000,0,US,M
2022,SE,FT,Data Scientist,140000,100,US,L
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2023,SE,FT,Data Engineer,140000,0,US,M
2023,MI,FT,Data Analytics Manager,140000,0,US,M
2023,SE,FT,Data Engineer,140000,0,US,M
2023,SE,FT,Data Analyst,140000,0,US,M
2023,SE,FT,Data Engineer,140000,0,US,M
2023,SE,FT,Data Scientist,140000,0,US,M
2023,SE,FT,Data Analyst,140000,0,US,M
2023,SE,FT,Data Scientist,140000,100,US,M
2023,MI,FT,Data Scientist,140000,100,US,M
2023,MI,FT,Data Engineer,140000,0,US,M
2023,SE,FT,Data Analyst,140000,100,US,M
2023,MI,FT,Data Engineer,140000,0,US,M
2023,SE,FT,Data Scientist,140000,0,US,M
2023,MI,FT,Data Analytics Manager,140000,0,US,M
2023,SE,FT,Data Engineer,140000,0,US,M
2023,SE,FT,Data Manager,140000,0,US,M
2023,SE,FT,Data Engineer,140000,0,US,M
2023,MI,FT,Data Analytics Manager,140000,0,US,M
2023,MI,FT,Data Engineer,140000,0,US,M
2023,SE,FT,Data Manager,140000,0,US,M
2023,SE,FT,Analytics Engineer,140000,0,US,M
2023,MI,FT,Data Engineer,140000,100,US,M
2023,SE,FT,Machine Learning Engineer,140000,100,US,M
2023,SE,FT,Machine Learning Engineer,140000,100,US,M
2023,SE,FT,Data Manager,140000,0,US,M
2023,SE,FT,Data Analyst,140000,100,US,M
2023,EX,FT,Data Analytics Manager,140000,0,US,M
2023,SE,FT,Data Engineer,140000,0,US,M
2023,SE,FT,BI Developer,140000,100,US,M
2023,SE,FT,Data Scientist,140000,0,US,M
2023,SE,FT,Data Science Engineer,140000,0,US,M
2023,SE,FT,Cloud Database Engineer,140000,100,US,M
2023,SE,FT,BI Developer,140000,100,US,M
2023,MI,FT,Machine Learning Engineer,140000,100,US,M
2023,SE,FT,Data Scientist,140000,100,US,M
2023,SE,FT,Data Scientist,140000,0,US,M
2023,SE,FT,Data Scientist,140000,0,US,M
2023,SE,FT,Data Scientist,140000,0,US,M
2022,SE,FT,Data Science Manager,140100,100,US,L
2022,EN,FT,Machine Learning Engineer,140250,0,US,M
2022,SE,FT,Analytics Engineer,140250,100,US,M
2022,SE,FT,Data Engineer,140250,100,US,M
2022,SE,FT,Data Scientist,140400,0,US,L
2022,SE,FT,Data Scientist,140400,0,US,L
2022,SE,FT,Data Scientist,140400,0,US,M
2022,SE,FT,Data Scientist,140700,0,US,M
2023,SE,FT,Data Scientist,140800,0,US,M
2023,SE,FT,Data Scientist,141000,0,CA,M
2023,SE,FT,Research Scientist,141288,0,US,M
2023,SE,FT,Data Analyst,141290,0,US,M
2022,SE,FT,Data Engineer,141300,0,US,M
2022,SE,FT,Data Engineer,141300,0,US,M
2022,SE,FT,Data Architect,141300,0,US,M
2022,MI,FT,Data Scientist,141300,0,US,M
2022,SE,FT,Applied Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,0,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2022,SE,FT,Data Scientist,141525,100,US,M
2023,SE,FT,Data Engineer,141600,100,US,M
2023,SE,FT,Data Engineer,141600,0,US,M
2021,EX,FT,Director of Data Science,141846,0,DE,L
2022,SE,FT,Applied Scientist,142000,100,US,M
2023,SE,FT,Data Analyst,142000,100,US,M
2023,SE,FT,Data Analyst,142000,100,US,M
2023,SE,FT,Applied Scientist,142000,100,US,M
2022,SE,FT,Data Engineer,142127,100,US,M
2022,SE,FT,Machine Learning Engineer,142200,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,0,US,M
2022,SE,FT,Applied Scientist,142800,100,US,M
2023,MI,FT,Data Analyst,143000,0,US,M
2023,SE,FT,Data Infrastructure Engineer,143000,100,US,M
2023,SE,FT,Data Scientist,143100,0,CA,M
2023,SE,FT,Analytics Engineer,143200,100,GB,M
2023,SE,FT,Analytics Engineer,143200,0,US,M
2023,SE,FT,Analytics Engineer,143860,0,US,M
2023,SE,FT,Analytics Engineer,143860,0,US,M
2023,SE,FT,Analytics Engineer,143860,0,US,M
2023,MI,FT,Data Engineer,143865,0,US,M
2021,SE,FT,Data Science Manager,144000,100,US,L
2022,SE,FT,Data Engineer,144000,100,US,M
2022,SE,FT,Data Engineer,144000,100,US,M
2022,SE,FT,Data Engineer,144000,100,US,M
2022,SE,FT,Data Scientist,144000,0,US,L
2022,SE,FT,Data Scientist,144000,0,US,M
2022,SE,FT,Data Scientist,144000,100,US,M
2022,SE,FT,Data Scientist,144000,0,US,L
2022,SE,FT,Data Analyst,144000,100,US,M
2022,SE,FT,Machine Learning Scientist,144000,0,US,M
2022,SE,FT,Data Scientist,144000,100,US,M
2022,SE,FT,Research Scientist,144000,50,US,L
2023,SE,FT,Data Engineer,144000,100,US,M
2023,SE,FT,Data Scientist,144000,100,US,M
2022,SE,FT,Data Analyst,144100,0,US,M
2022,MI,FT,Data Analyst,144100,0,US,M
2022,MI,FT,Data Scientist,144200,100,US,M
2022,SE,FT,Data Architect,144854,100,US,M
2022,SE,FT,Data Architect,144854,100,US,M
2022,SE,FT,Data Science Consultant,145000,0,US,M
2022,SE,FT,Data Engineer,145000,0,US,M
2022,SE,FT,Data Engineer,145000,0,US,M
2022,MI,FT,Data Scientist,145000,0,US,M
2022,EX,FT,Data Engineer,145000,0,US,M
2022,SE,FT,Data Engineer,145000,0,US,M
2022,SE,FT,Machine Learning Engineer,145000,0,US,M
2022,SE,FT,Data Scientist,145000,100,US,M
2022,SE,FT,Data Engineer,145000,0,US,M
2022,MI,FT,Data Engineer,145000,0,US,M
2022,SE,FT,Data Engineer,145000,0,US,M
2022,SE,FT,Data Engineer,145000,100,US,M
2022,MI,FT,Research Scientist,145000,50,US,L
2022,SE,FT,Data Engineer,145000,100,US,M
2022,SE,FT,Data Analytics Manager,145000,100,US,M
2022,SE,FT,Data Engineer,145000,100,US,M
2023,SE,FT,Data Analyst,145000,0,US,M
2023,SE,FT,Data Engineer,145000,0,US,M
2023,SE,FT,Data Engineer,145000,0,US,M
2023,SE,FT,Data Engineer,145000,0,US,M
2023,SE,FT,Data Engineer,145000,0,US,M
2023,EX,FT,Data Engineer,145000,0,US,M
2023,SE,FT,Data Scientist,145000,0,US,M
2023,SE,FT,Data Scientist,145000,100,US,M
2023,SE,FT,Data Scientist,145000,100,US,M
2023,SE,FT,Data Engineer,145000,0,US,M
2023,SE,FT,Data Engineer,145000,0,US,M
2023,EX,FT,Data Scientist,145000,0,US,M
2023,SE,FT,Data Scientist,145000,100,US,M
2023,SE,FT,Data Scientist,145000,100,US,M
2023,SE,FT,Data Analyst,145000,0,US,M
2023,SE,FT,Data Engineer,145000,0,US,M
2023,SE,FT,Data Engineer,145000,0,US,M
2023,EX,FT,Data Scientist,145000,0,US,M
2023,SE,FT,Data Engineer,145000,100,CA,M
2023,SE,FT,Data Scientist,145000,100,US,M
2023,MI,FT,Data Engineer,145000,0,US,M
2023,MI,FT,Data Scientist,145000,0,US,M
2023,MI,FT,Data Scientist,145000,0,US,M
2023,EX,FT,Data Scientist,145000,0,US,M
2023,SE,FT,Data Analyst,145000,0,US,M
2023,MI,FT,Data Engineer,145000,0,US,M
2023,SE,FT,Data Analyst,145000,100,US,M
2023,SE,FT,Data Scientist,145000,100,US,M
2023,SE,FT,Data Engineer,145000,0,US,M
2023,EX,FT,Data Engineer,145000,0,US,M
2023,SE,FT,Data Analyst,145000,0,US,M
2023,SE,FT,Data Scientist,145000,100,US,M
2023,SE,FT,Data Scientist,145000,100,US,M
2023,SE,FT,Data Analyst,145000,100,US,M
2023,SE,FT,Data Science Consultant,145000,0,US,M
2023,MI,FT,Machine Learning Engineer,145000,0,US,M
2023,SE,FT,Research Scientist,145000,0,US,M
2023,SE,FT,Machine Learning Engineer,145000,0,US,M
2022,SE,FT,Data Scientist,145300,0,US,M
2023,MI,FT,Machine Learning Engineer,145828,0,GB,M
2023,EN,FT,Machine Learning Engineer,145885,0,US,M
2023,SE,FT,Research Scientist,145900,0,CA,M
2023,SE,FT,Research Scientist,145900,0,US,M
2022,SE,FT,Data Scientist,146000,0,US,M
2022,SE,FT,Data Engineer,146000,100,US,M
2022,SE,FT,Data Engineer,146000,0,US,M
2022,SE,FT,Data Scientist,146000,100,US,M
2023,SE,FT,Data Engineer,146000,0,US,M
2023,MI,FT,Data Engineer,146000,0,US,M
2023,SE,FT,Data Engineer,146000,0,US,M
2023,MI,FT,Data Engineer,146000,0,US,M
2023,SE,FT,Data Engineer,146000,100,US,M
2023,SE,FT,Data Engineer,146000,100,US,M
2023,SE,FT,Data Scientist,146000,0,US,M
2023,SE,FT,Data Engineer,146115,100,US,M
2022,SE,FT,ETL Developer,146200,100,US,M
2023,SE,FT,Research Scientist,146300,0,US,M
2021,MI,FT,Data Scientist,147000,50,US,L
2023,SE,FT,Machine Learning Engineer,147000,0,US,M
2023,SE,FT,Data Engineer,147000,0,US,M
2023,MI,FT,ML Engineer,147000,0,US,M
2023,SE,FT,Data Scientist,147100,0,US,M
2023,SE,FT,Data Modeler,147100,0,US,M
2023,SE,FT,Data Engineer,147100,0,US,M
2023,SE,FT,Data Scientist,147100,0,US,M
2023,SE,FT,Machine Learning Engineer,147100,0,US,M
